Date,Event,Price,Price/Sq_Ft,Source,listing_page
09/01/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78723_M89261-22985
07/27/2022,Price Changed,"$544,999 ",$447 ,Austin,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78723_M89261-22985
12/02/2022,Price Changed,"$594,000 ",$347 ,CentralTexas,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
12/02/2022,Price Changed,"$594,000 ",$347 ,Austin,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
10/13/2022,Listed,"$599,000 ",$350 ,CentralTexas,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
10/13/2022,Listed,"$599,000 ",$350 ,Austin,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
07/26/2017,Listing removed,"$89,900 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
09/11/2002,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
06/29/2000,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
01/21/2023,Listed,"$589,000 ",$430 ,Austin,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
05/24/2022,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
04/15/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
04/05/2022,Price Changed,"$425,000 ",$397 ,Austin,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
03/28/2022,Listed,"$450,000 ",$421 ,Austin,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
08/27/1993,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
01/13/2023,Price Changed,"$925,000 ",$341 ,Austin,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
01/06/2023,Price Changed,"$950,000 ",$350 ,Austin,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
12/27/2022,Price Changed,"$975,000 ",$359 ,Austin,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
12/07/2022,Price Changed,"$1,000,000 ",$369 ,Austin,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
11/10/2022,Listed,"$1,050,000 ",$387 ,Austin,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
07/30/2007,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
06/07/2002,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
01/26/2023,Price Changed,"$779,950 ",$428 ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
12/30/2022,Price Changed,"$799,000 ",$438 ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
12/29/2022,Price Changed,"$815,000 ",$447 ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
12/16/2022,Listed,"$829,000 ",$454 ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
05/24/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
05/09/2022,Listed,"$617,000 ",$367 ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
01/26/2023,Price Changed,"$749,950 ",$388 ,Austin,https://www.realtor.com/realestateandhomes-detail/1418-Briarcliff-Blvd_Austin_TX_78723_M71242-52545
01/14/2023,Listed,"$775,000 ",$474 ,Austin,https://www.realtor.com/realestateandhomes-detail/1418-Briarcliff-Blvd_Austin_TX_78723_M71242-52545
08/22/2022,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1418-Briarcliff-Blvd_Austin_TX_78723_M71242-52545
06/18/1987,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1418-Briarcliff-Blvd_Austin_TX_78723_M71242-52545
12/27/1985,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1418-Briarcliff-Blvd_Austin_TX_78723_M71242-52545
12/20/2022,Listed,"$1,149,000 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Ridgemont-Dr_Austin_TX_78723_M88563-84924
12/19/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Ridgemont-Dr_Austin_TX_78723_M88563-84924
12/09/2022,Price Changed,"$1,149,001 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Ridgemont-Dr_Austin_TX_78723_M88563-84924
12/02/2022,Listed,"$1,149,000 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Ridgemont-Dr_Austin_TX_78723_M88563-84924
05/26/1995,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1311-Ridgemont-Dr_Austin_TX_78723_M88563-84924
01/27/2023,Listed,"$628,000 ",$325 ,Austin,https://www.realtor.com/realestateandhomes-detail/1400-Yorkshire-Dr_Austin_TX_78723_M85589-11204
09/28/2021,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1400-Yorkshire-Dr_Austin_TX_78723_M85589-11204
01/26/2023,Listed,"$450,000 ",$457 ,Austin,https://www.realtor.com/realestateandhomes-detail/6300-Haney-Dr_Austin_TX_78723_M86718-20193
07/26/2017,Listing removed,"$124,900 ",$127 ,Austin,https://www.realtor.com/realestateandhomes-detail/6300-Haney-Dr_Austin_TX_78723_M86718-20193
07/26/2017,Listing removed,"$95,000 ",$97 ,Austin,https://www.realtor.com/realestateandhomes-detail/6300-Haney-Dr_Austin_TX_78723_M86718-20193
08/11/2004,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6300-Haney-Dr_Austin_TX_78723_M86718-20193
07/05/2004,Listed,"$124,900 ",$127 ,Austin,https://www.realtor.com/realestateandhomes-detail/6300-Haney-Dr_Austin_TX_78723_M86718-20193
07/07/2000,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6300-Haney-Dr_Austin_TX_78723_M86718-20193
05/30/2000,Listed,"$95,000 ",$97 ,Austin,https://www.realtor.com/realestateandhomes-detail/6300-Haney-Dr_Austin_TX_78723_M86718-20193
01/27/2023,Listed,"$499,900 ",$373 ,Austin,https://www.realtor.com/realestateandhomes-detail/2106-Brunswick-Dr_Austin_TX_78723_M74704-66633
01/26/2023,Listed,"$649,900 ",$255 ,Austin,https://www.realtor.com/realestateandhomes-detail/2811-Vernon-Ave_Austin_TX_78723_M86381-18299
11/16/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2811-Vernon-Ave_Austin_TX_78723_M86381-18299
11/04/2022,Relisted,"$650,000 ",$255 ,Austin,https://www.realtor.com/realestateandhomes-detail/2811-Vernon-Ave_Austin_TX_78723_M86381-18299
10/30/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2811-Vernon-Ave_Austin_TX_78723_M86381-18299
10/28/2022,Price Changed,"$650,000 ",$255 ,Austin,https://www.realtor.com/realestateandhomes-detail/2811-Vernon-Ave_Austin_TX_78723_M86381-18299
10/15/2022,Price Changed,"$659,900 ",$259 ,Austin,https://www.realtor.com/realestateandhomes-detail/2811-Vernon-Ave_Austin_TX_78723_M86381-18299
09/30/2022,Listed,"$675,000 ",$265 ,Austin,https://www.realtor.com/realestateandhomes-detail/2811-Vernon-Ave_Austin_TX_78723_M86381-18299
01/26/2023,Listed,"$845,000 ",$402 ,Austin,https://www.realtor.com/realestateandhomes-detail/5605-Delwood-Dr_Austin_TX_78723_M89955-78998
07/26/2017,Listing removed,"$148,900 ",$98 ,Austin,https://www.realtor.com/realestateandhomes-detail/5605-Delwood-Dr_Austin_TX_78723_M89955-78998
03/17/2005,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5605-Delwood-Dr_Austin_TX_78723_M89955-78998
05/12/2004,Listed,"$148,900 ",$98 ,Austin,https://www.realtor.com/realestateandhomes-detail/5605-Delwood-Dr_Austin_TX_78723_M89955-78998
06/30/1992,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5605-Delwood-Dr_Austin_TX_78723_M89955-78998
01/20/2023,Price Changed,"$475,000 ",$294 ,Austin,https://www.realtor.com/realestateandhomes-detail/6215-Brookside-Dr_Austin_TX_78723_M78927-64293
12/05/2022,Listed,"$515,000 ",$319 ,Austin,https://www.realtor.com/realestateandhomes-detail/6215-Brookside-Dr_Austin_TX_78723_M78927-64293
09/01/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6215-Brookside-Dr_Austin_TX_78723_M78927-64293
07/26/2022,Price Changed,"$545,000 ",$337 ,Austin,https://www.realtor.com/realestateandhomes-detail/6215-Brookside-Dr_Austin_TX_78723_M78927-64293
07/08/2022,Listed,"$608,000 ",$376 ,Austin,https://www.realtor.com/realestateandhomes-detail/6215-Brookside-Dr_Austin_TX_78723_M78927-64293
02/28/1995,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6215-Brookside-Dr_Austin_TX_78723_M78927-64293
11/28/2022,Relisted,"$649,000 ",$379 ,Austin,https://www.realtor.com/realestateandhomes-detail/1501-Broadmoor-Dr_Austin_TX_78723_M86358-88120
10/24/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1501-Broadmoor-Dr_Austin_TX_78723_M86358-88120
09/09/2022,Listed,"$715,000 ",$417 ,Austin,https://www.realtor.com/realestateandhomes-detail/1501-Broadmoor-Dr_Austin_TX_78723_M86358-88120
11/22/2016,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1501-Broadmoor-Dr_Austin_TX_78723_M86358-88120
06/06/2001,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1501-Broadmoor-Dr_Austin_TX_78723_M86358-88120
01/05/2023,Price Changed,"$533,000 ",$363 ,Austin,https://www.realtor.com/realestateandhomes-detail/2402-Trafalgar-Dr_Austin_TX_78723_M86720-81055
11/10/2022,Price Changed,"$550,000 ",$375 ,Austin,https://www.realtor.com/realestateandhomes-detail/2402-Trafalgar-Dr_Austin_TX_78723_M86720-81055
10/27/2022,Price Changed,"$554,000 ",$378 ,Austin,https://www.realtor.com/realestateandhomes-detail/2402-Trafalgar-Dr_Austin_TX_78723_M86720-81055
10/13/2022,Price Changed,"$581,000 ",$396 ,Austin,https://www.realtor.com/realestateandhomes-detail/2402-Trafalgar-Dr_Austin_TX_78723_M86720-81055
09/29/2022,Price Changed,"$591,000 ",$403 ,Austin,https://www.realtor.com/realestateandhomes-detail/2402-Trafalgar-Dr_Austin_TX_78723_M86720-81055
09/15/2022,Price Changed,"$592,000 ",$404 ,Austin,https://www.realtor.com/realestateandhomes-detail/2402-Trafalgar-Dr_Austin_TX_78723_M86720-81055
09/01/2022,Price Changed,"$606,000 ",$413 ,Austin,https://www.realtor.com/realestateandhomes-detail/2402-Trafalgar-Dr_Austin_TX_78723_M86720-81055
09/19/2022,Listed,"$449,000 ",$457 ,Houston,https://www.realtor.com/realestateandhomes-detail/1302-Suffolk-Dr_Austin_TX_78723_M84349-95128
04/21/1999,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1302-Suffolk-Dr_Austin_TX_78723_M84349-95128
01/22/2023,Listed,"$388,000 ",$434 ,Austin,https://www.realtor.com/realestateandhomes-detail/5819-Coventry-Ln_Austin_TX_78723_M86454-35906
07/26/2017,Listing removed,"$59,950 ",$67 ,Austin,https://www.realtor.com/realestateandhomes-detail/5819-Coventry-Ln_Austin_TX_78723_M86454-35906
03/01/2011,Listing removed,$900 ,$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/5819-Coventry-Ln_Austin_TX_78723_M86454-35906
06/08/2010,Listing removed,$850 ,$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/5819-Coventry-Ln_Austin_TX_78723_M86454-35906
05/29/2010,Listed for rent,$850 ,$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/5819-Coventry-Ln_Austin_TX_78723_M86454-35906
07/10/2007,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5819-Coventry-Ln_Austin_TX_78723_M86454-35906
05/07/2003,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5819-Coventry-Ln_Austin_TX_78723_M86454-35906
11/30/2022,Listed,"$624,900 ",$275 ,Austin,https://www.realtor.com/realestateandhomes-detail/1906-Sunny-Brook-Dr_Austin_TX_78723_M86726-62788
01/25/2023,Price Changed,"$525,000 ",$405 ,Austin,https://www.realtor.com/realestateandhomes-detail/1413-Suffolk-Dr_Austin_TX_78723_M82404-36461
01/24/2023,Listed,"$575,000 ",$444 ,Austin,https://www.realtor.com/realestateandhomes-detail/1413-Suffolk-Dr_Austin_TX_78723_M82404-36461
11/01/2021,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1413-Suffolk-Dr_Austin_TX_78723_M82404-36461
10/17/2021,Price Changed for rent,"$2,150 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1413-Suffolk-Dr_Austin_TX_78723_M82404-36461
09/01/2021,Listed for rent,"$2,350 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1413-Suffolk-Dr_Austin_TX_78723_M82404-36461
11/24/2020,Listing removed,"$1,950 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1413-Suffolk-Dr_Austin_TX_78723_M82404-36461
01/27/2023,Price Changed,"$769,000 ",$364 ,Austin,https://www.realtor.com/realestateandhomes-detail/6401-Betty-Cook-Dr_Austin_TX_78723_M71404-20368
01/16/2023,Listed,"$799,000 ",$378 ,Austin,https://www.realtor.com/realestateandhomes-detail/6401-Betty-Cook-Dr_Austin_TX_78723_M71404-20368
05/22/2020,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6401-Betty-Cook-Dr_Austin_TX_78723_M71404-20368
05/21/2020,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/6401-Betty-Cook-Dr_Austin_TX_78723_M71404-20368
09/27/2018,Listing removed,"$425,000 ",$201 ,Austin,https://www.realtor.com/realestateandhomes-detail/6401-Betty-Cook-Dr_Austin_TX_78723_M71404-20368
09/07/2018,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/6401-Betty-Cook-Dr_Austin_TX_78723_M71404-20368
09/06/2018,Listing removed,"$425,000 ",$201 ,Austin,https://www.realtor.com/realestateandhomes-detail/6401-Betty-Cook-Dr_Austin_TX_78723_M71404-20368
12/22/2022,Price Changed,"$495,000 ",$406 ,Austin,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78723_M89261-22985
12/18/2022,Price Changed,"$535,000 ",$439 ,Austin,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78723_M89261-22985
12/01/2022,Relisted,"$525,000 ",$430 ,Austin,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78723_M89261-22985
10/25/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78723_M89261-22985
09/23/2022,Listed,"$545,000 ",$447 ,Austin,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78723_M89261-22985
09/01/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78723_M89261-22985
07/27/2022,Price Changed,"$544,999 ",$447 ,Austin,https://www.realtor.com/realestateandhomes-detail/Austin_TX_78723_M89261-22985
12/02/2022,Price Changed,"$594,000 ",$347 ,CentralTexas,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
12/02/2022,Price Changed,"$594,000 ",$347 ,Austin,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
10/13/2022,Listed,"$599,000 ",$350 ,CentralTexas,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
10/13/2022,Listed,"$599,000 ",$350 ,Austin,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
07/26/2017,Listing removed,"$89,900 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
09/11/2002,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
06/29/2000,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5106-Brookdale-Ln_Austin_TX_78723_M78852-71729
01/21/2023,Listed,"$589,000 ",$430 ,Austin,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
05/24/2022,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
04/15/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
04/05/2022,Price Changed,"$425,000 ",$397 ,Austin,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
03/28/2022,Listed,"$450,000 ",$421 ,Austin,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
08/27/1993,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5401-Wellington-Dr_Austin_TX_78723_M78777-94757
01/13/2023,Price Changed,"$925,000 ",$341 ,Austin,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
01/06/2023,Price Changed,"$950,000 ",$350 ,Austin,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
12/27/2022,Price Changed,"$975,000 ",$359 ,Austin,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
12/07/2022,Price Changed,"$1,000,000 ",$369 ,Austin,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
11/10/2022,Listed,"$1,050,000 ",$387 ,Austin,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
07/30/2007,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
06/07/2002,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1317-Westmoor-Dr_Austin_TX_78723_M89570-83279
01/26/2023,Price Changed,"$779,950 ",$428 ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
12/30/2022,Price Changed,"$799,000 ",$438 ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
12/29/2022,Price Changed,"$815,000 ",$447 ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
12/16/2022,Listed,"$829,000 ",$454 ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
05/24/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
05/09/2022,Listed,"$617,000 ",$367 ,Austin,https://www.realtor.com/realestateandhomes-detail/1502-Ridgemont-Dr_Austin_TX_78723_M86997-32384
01/26/2023,Price Changed,"$749,950 ",$388 ,Austin,https://www.realtor.com/realestateandhomes-detail/1418-Briarcliff-Blvd_Austin_TX_78723_M71242-52545
01/14/2023,Listed,"$775,000 ",$474 ,Austin,https://www.realtor.com/realestateandhomes-detail/1418-Briarcliff-Blvd_Austin_TX_78723_M71242-52545
08/22/2022,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1418-Briarcliff-Blvd_Austin_TX_78723_M71242-52545
06/18/1987,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1418-Briarcliff-Blvd_Austin_TX_78723_M71242-52545
12/27/1985,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1418-Briarcliff-Blvd_Austin_TX_78723_M71242-52545
12/20/2022,Listed,"$1,149,000 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Ridgemont-Dr_Austin_TX_78723_M88563-84924
12/19/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Ridgemont-Dr_Austin_TX_78723_M88563-84924
12/09/2022,Price Changed,"$1,149,001 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Ridgemont-Dr_Austin_TX_78723_M88563-84924
12/02/2022,Listed,"$1,149,000 ",$521 ,Austin,https://www.realtor.com/realestateandhomes-detail/1311-Ridgemont-Dr_Austin_TX_78723_M88563-84924
05/26/1995,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1311-Ridgemont-Dr_Austin_TX_78723_M88563-84924
01/24/2023,Listed,"$3,900,000 ","$1,289 ",Austin,https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
01/23/2023,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
12/02/2022,Listed,"$3,900,000 ","$1,231 ",Austin,https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
10/06/2020,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
01/03/2020,Listing removed,"$650,000 ",$542 ,Austin,https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
11/07/2019,Price Changed,"$650,000 ",$542 ,Austin,https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
10/24/2019,Listed,"$675,000 ",$563 ,Austin,https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
01/11/2023,Listed,"$1,250,000 ",$579 ,Austin,https://www.realtor.com/realestateandhomes-detail/2105-Rabb-Glen-St_Austin_TX_78704_M83342-88551
05/31/1991,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/2105-Rabb-Glen-St_Austin_TX_78704_M83342-88551
11/03/1984,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/2105-Rabb-Glen-St_Austin_TX_78704_M83342-88551
01/06/2023,Listed,"$1,199,500 ",$824 ,Austin,https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
01/08/2022,Listing removed,"$2,495 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
11/26/2021,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
10/31/2021,Price Changed for rent,"$2,495 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
10/08/2021,Listed for rent,"$2,900 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
12/12/2010,Listing removed,"$1,895 ",$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
10/07/2010,Listed for rent,"$1,895 ",$1 ,Austin,https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
01/12/2023,Price Changed,"$1,850,000 ",$605 ,Austin,https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
12/12/2022,Relisted,"$1,875,000 ",$614 ,Austin,https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
12/09/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
11/23/2022,Listed,"$1,875,000 ",$614 ,Austin,https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
05/29/2009,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
05/02/2009,Listing removed,"$625,000 ",$205 ,Austin,https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
03/29/2009,Listing removed,"$625,000 ",$205 ,Austin,https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
01/26/2023,Price Changed,"$849,900 ",$645 ,Austin,https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
01/12/2023,Listed,"$899,900 ",$683 ,SanAntonio,https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
12/15/2022,Price Changed,"$899,900 ",$683 ,Austin,https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
11/15/2022,Listed,"$929,900 ",$706 ,Austin,https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
10/18/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
08/30/2022,Price Changed,"$1,100,000 ",$835 ,Austin,https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
07/22/2022,Price Changed,"$1,250,000 ",$948 ,Austin,https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
01/13/2023,Listing removed,"$12,000 ",$4 ,Austin,https://www.realtor.com/realestateandhomes-detail/1403-Garner-Ave_Austin_TX_78704_M82553-38986
12/06/2022,Listed for rent,"$12,000 ",$4 ,Austin,https://www.realtor.com/realestateandhomes-detail/1403-Garner-Ave_Austin_TX_78704_M82553-38986
11/11/2022,Price Changed,"$2,850,000 ","$1,043 ",Austin,https://www.realtor.com/realestateandhomes-detail/1403-Garner-Ave_Austin_TX_78704_M82553-38986
11/02/2022,Listed,"$2,995,000 ","$1,096 ",Austin,https://www.realtor.com/realestateandhomes-detail/1403-Garner-Ave_Austin_TX_78704_M82553-38986
